<METADATA>
<File Name> ./SiouxFalls/SiouxFalls_DSD_0.02_0.10_2.00_route.txt
<Number of Pairs> 576
<Number of Zones> 24
<theta | lambda> 0.020000 | 0.000000
<stoch | determ> 0.000000 | 0.100000
<distant tolerance> 2.000000
<optimal objective> 118629133.222279
<system cost> 11973710.081367

<ROUTES>
<PATHS>
~ Origin | Destination | Flow | Cost
 1	6.003
 1	4.033
 1	8.654
 1	11.319
 1	12.922
 2	45.243
 2	36.838
 1	25.305
 2	35.132
 2	26.933
 1	8.252
 1	11.312
 3	43.174
 3	53.657
 2	49.587
 2	59.804
 2	47.307
 3	62.407
 2	54.684
 2	48.451
 2	50.030
 1	39.886
 1	28.326
 1	6.004
 1	10.037
 2	16.976
 2	17.130
 1	6.919
 2	41.798
 2	33.394
 2	31.115
 4	43.231
 3	34.202
 1	14.256
 1	17.316
 4	49.492
 4	64.407
 2	46.001
 2	59.260
 4	67.038
 2	49.868
 4	60.973
 1	4.029
 1	10.032
 1	4.622
 1	7.287
 2	17.741
 3	44.940
 3	36.535
 1	21.272
 2	31.100
 2	22.900
 1	4.219
 1	7.279
 3	39.141
 3	49.624
 3	49.202
 3	60.992
 2	45.997
 1	35.854
 1	8.609
 2	17.722
 1	4.580
 1	2.665
 1	13.935
 2	43.277
 2	34.872
 1	16.650
 1	22.787
 2	22.296
 1	8.799
 1	11.859
 3	40.819
 2	42.927
 2	47.748
 2	55.378
 2	45.341
 2	56.155
 2	53.988
 2	49.326
 4	56.584
 2	40.443
 1	28.873
 1	11.204
 2	17.898
 1	7.174
 1	2.595
 1	11.270
 2	40.612
 2	32.207
 1	13.985
 1	20.122
 2	24.890
 1	11.394
 1	14.454
 3	42.381
 1	39.069
 2	45.083
 2	52.713
 2	53.490
 2	51.323
 4	58.829
 3	67.740
 2	43.038
 1	13.344
 1	7.340
 2	17.285
 1	12.613
 1	10.019
 2	34.815
 2	26.410
 1	24.004
 2	38.648
 2	34.981
 2	21.504
 2	24.564
 3	52.456
 3	60.972
 2	39.022
 2	52.188
 2	36.879
 3	62.255
 2	42.925
 4	57.014
 3	68.034
 4	57.388
 3	47.493
 2	45.552
 2	42.160
 3	44.588
 2	42.421
 2	39.826
 2	35.050
 1	8.871
 2	35.910
 3	42.780
 3	55.351
 3	48.807
 4	54.161
 5	54.840
 4	42.634
 1	5.407
 2	38.868
 1	2.064
 3	40.231
 1	6.358
 1	37.036
 2	37.362
 2	48.326
 2	48.722
 2	36.681
 2	33.289
 3	35.717
 2	33.549
 2	30.955
 2	26.179
 1	8.405
 1	26.647
 2	34.883
 4	51.375
 3	39.936
 3	42.996
 5	62.429
 4	50.638
 2	13.085
 2	43.065
 1	10.469
 3	48.025
 1	14.763
 1	45.441
 2	45.767
 2	56.730
 3	56.624
 2	32.607
 2	31.556
 2	28.578
 1	16.252
 1	13.658
 1	24.928
 2	35.851
 1	26.767
 1	6.136
 2	24.381
 2	29.813
 2	32.873
 2	34.763
 1	25.083
 3	36.596
 2	41.177
 2	35.821
 2	41.163
 3	53.069
 2	60.955
 2	48.041
 3	52.032
 3	57.854
 2	34.157
 3	44.707
 2	30.128
 2	26.311
 2	25.756
 3	40.713
 3	42.867
 2	34.411
 1	6.106
 2	21.746
 2	30.349
 2	33.409
 2	28.626
 1	18.947
 3	39.496
 2	35.040
 3	45.710
