<METADATA>
<File Name> ./SiouxFalls/SiouxFalls_COL_0.02_0.10_2.00_route.txt
<Number of Pairs> 576
<Number of Zones> 24
<theta | lambda> 0.020000 | 0.000000
<stoch | determ> 0.000000 | 0.100000
<distant tolerance> 2.000000
<optimal objective> 7276936.228568
<system cost> 7276936.228568

<ROUTES>
<PATHS>
~ Origin | Destination | Flow | Cost



 1	6.025
 1	4.129
 1	11.474
 1	15.378
 1	22.666
 2	108.165
 2	87.372
 1	51.543
 2	70.894
 1	31.316
 1	8.549
 1	11.854
 2	78.613
 3	118.043
 3	114.202
 3	122.404
 1	110.425
 3	126.930
 1	116.098
 1	111.628
 2	122.195
 1	83.052
 1	72.795
 1	6.025
 1	10.155
 1	17.499
 1	21.403
 1	16.642
 1	102.140
 1	81.347
 1	57.569
 3	76.922
 1	37.341
 1	14.574
 1	17.879
 3	85.330
 3	124.028
 2	108.210
 3	137.593
 2	142.001
 1	110.074
 4	130.885
 1	4.127
 1	10.152
 1	7.344
 1	11.248
 2	26.850
 3	112.720
 3	91.927
 1	47.414
 2	66.764
 1	27.187
 1	4.420
 1	7.725
 1	74.482
 3	113.914
 4	118.730
 3	117.251
 2	118.066
 1	78.922
 1	11.418
 1	17.443
 1	7.291
 1	3.904
 1	19.556
 2	105.413
 1	84.261
 1	40.070
 2	59.420
 1	19.843
 1	11.711
 1	15.016
 1	67.138
 3	106.569
 3	111.466
 3	109.907
 2	107.674
 3	115.457
 2	113.347
 2	114.793
 4	125.494
 2	86.214
 1	75.957
 1	15.334
 1	21.358
 1	11.207
 1	3.915
 1	15.652
 2	101.509
 1	80.357
 1	36.166
 1	55.568
 1	23.758
 1	15.627
 1	18.932
 1	71.053
 1	102.675
 3	107.545
 2	106.055
 1	111.602
 2	109.443
 3	119.013
 2	125.163
 2	90.231
 1	23.011
 1	16.986
 2	27.133
 1	19.836
 1	15.920
 1	85.498
 1	64.705
 1	52.086
 2	71.490
 1	39.678
 2	31.553
 2	34.858
 3	87.030
 1	118.595
 2	91.568
 3	120.853
 1	87.759
 1	127.522
 1	93.432
 1	110.458
 2	116.066
 3	106.062
 3	95.813
 2	110.854
 1	104.828
 3	114.870
 2	107.565
 2	103.650
 1	87.842
 1	21.354
 2	67.364
 2	86.469
 3	126.682
 3	119.289
 4	124.721
 3	91.476
 2	51.271
 1	6.291
 2	35.609
 1	2.261
 1	42.281
 1	7.934
 1	24.960
 2	30.568
 2	70.552
 1	64.455
 2	89.500
 1	83.474
 3	93.516
 1	86.324
 1	82.408
 1	66.488
 1	20.793
 1	46.008
 2	65.412
 3	105.781
 3	97.935
 3	101.240
 3	112.276
 3	72.372
 2	26.864
 2	56.181
 1	23.054
 2	63.074
 1	28.727
 1	45.753
 2	51.361
 2	91.345
 1	85.248
 1	51.415
 1	57.440
 1	47.288
 1	39.997
 1	36.081
 1	51.734
 2	65.978
 1	45.182
 1	19.402
 2	59.754
 2	51.709
 2	55.014
 2	106.670
 1	66.509
 2	98.154
 2	69.881
 2	68.242
 1	75.437
 2	73.915
 2	90.937
 2	88.627
 4	127.671
 3	116.787
 2	71.096
 3	77.124
 2	66.969
 2	59.678
 1	55.613
 2	71.268
 2	85.165
 2	64.722
 1	19.532
 1	40.337
 2	71.440
 2	74.744
 2	87.268
 1	47.107
 1	78.734
 2	50.479
 2	82.773
 2	56.036
 2	88.414
 2	79.882
 2	69.226
 4	109.141
 3	119.400
 1	31.278
 1	37.302
 1	27.151
 1	19.859
 1	23.763
 1	39.416
 3	124.599
 3	104.239
 2	59.012
 1	39.363
 1	31.287
 2	34.623
 1	47.295
 2	86.646
 2	118.115
 2	89.841
 2	122.187
 2	95.574
 4	128.119
 3	118.701
 4	108.782
 2	69.157
 2	79.772
 1	8.549
 1	14.574
 1	4.422
 1	11.767
 1	15.671
 2	31.273
 3	117.142
 3	96.349
 2	51.838
 3	70.919
 1	31.364
 1	3.305
 3	78.679
 4	118.231
 7	123.878
 4	121.579
 5	119.559
 4	127.158
 2	120.007
 1	103.079
 2	113.727
 1	74.503
 1	64.246
 1	11.864
 1	17.889
 1	7.737
 1	15.082
 1	18.986
 2	34.588
 4	122.827
 3	99.664
 2	55.152
 3	74.234
 2	34.703
 1	3.315
 2	82.362
 4	122.416
 5	127.122
 4	124.892
 3	122.377
 5	130.741
 2	116.686
 2	99.774
 2	110.422
 1	71.198
 1	60.941
 2	78.105
 3	84.829
 1	73.977
 1	66.685
 1	70.589
 3	86.298
 2	92.879
 2	114.235
 2	105.911
 2	86.378
 1	46.826
 2	78.114
 2	81.877
 1	39.671
 2	93.672
 2	63.966
 3	86.802
 1	48.598
 2	80.968
 2	71.337
 2	61.390
 1	21.861
 1	32.475
 3	117.909
 2	123.924
 3	113.782
 3	106.491
 1	102.416
 1	118.069
 2	49.252
 3	71.024
 1	66.335
 1	46.803
 2	87.032
 3	118.212
 4	122.176
 1	40.009
 2	51.014
 1	24.285
 1	46.983
 1	8.928
 1	41.296
 1	32.775
 1	22.118
 2	62.020
 3	72.414
 3	116.649
 2	110.663
 4	120.760
 4	113.514
 3	109.550
 2	93.677
 1	6.289
 2	27.189
 2	99.517
 1	79.951
 2	120.322
 6	126.259
 4	128.244
 3	93.196
 2	53.031
 1	29.317
 1	4.021
 1	44.044
 1	9.693
 2	26.721
 3	32.329
 3	72.313
 3	66.826
 3	123.768
 2	140.252
 3	118.881
 3	111.590
 2	107.525
 3	123.294
 2	35.945
 2	56.845
 2	71.425
 2	51.893
 2	92.230
 3	123.318
 3	126.622
 2	63.736
 1	23.717
 1	29.656
 2	33.677
 1	14.726
 2	39.632
 3	56.416
 3	46.052
 4	85.971
 3	95.903
 1	113.121
 3	109.885
 1	90.110
 1	2.268
 1	23.622
 2	69.632
 2	84.015
 2	124.364
 5	121.672
 3	123.743
 3	89.215
 1	49.010
 1	4.030
 2	33.348
 1	40.020
 1	5.673
 1	22.699
 2	28.307
 2	68.291
 2	126.890
 2	133.560
 2	115.471
 1	111.407
 1	127.059
 1	40.324
 2	61.678
 1	75.325
 2	55.795
 2	96.023
 3	127.203
 3	130.524
 1	49.000
 1	8.990
 1	45.014
 1	15.358
 1	38.055
 1	32.369
 2	41.968
 2	31.109
 2	71.011
 3	81.285
 1	118.808
 1	112.783
 3	115.572
 2	111.605
 1	95.797
 1	7.955
 1	29.309
 2	75.319
 2	89.976
 4	130.040
 2	121.374
 2	118.058
 2	83.513
 1	43.337
 1	9.717
 2	39.423
 1	5.687
 1	34.347
 1	17.026
 2	22.634
 2	62.618
 1	56.521
 1	112.896
 2	116.116
 3	120.322
 1	112.709
 1	24.867
 1	46.221
 2	92.278
 2	78.674
 3	118.079
 1	104.347
 2	101.033
 2	71.198
 1	31.871
 2	26.631
 3	55.980
 1	22.599
 2	41.175
 1	16.912
 1	10.536
 2	49.775
 1	39.495
 2	123.687
 4	133.533
 2	119.560
 4	127.088
 3	127.627
 2	119.471
 2	31.628
 2	52.982
 2	87.670
 2	68.138
 4	108.355
 2	115.145
 2	111.831
 2	61.350
